KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-05-29,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-05-30,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-05-31,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-01,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-02,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-03,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-04,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-05,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-06,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-07,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-08,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-09,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-10,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-11,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-12,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-13,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-14,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-15,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-16,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-17,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-18,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-19,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-20,3.75,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-21,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-22,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-23,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-24,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-25,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-26,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-27,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-28,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-29,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-06-30,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-01,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-02,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-03,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-04,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-05,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-06,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-07,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-08,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-09,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-10,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-11,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-12,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-13,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-14,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-15,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-16,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-17,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
FM.D.U2.EUR.4F.KR.MRR_RT.LEV,D,U2,EUR,4F,KR,MRR_RT,LEV,2023-07-18,4.0,A,F,,,P1D,,E,4F0,,,,,,,,,,,,,,,,7,,,Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level,"Euro area (changing composition) - Key interest rate - Main refinancing operations - Minimum bid rate/fixed rate (date of changes) - Level - Euro, provided by ECB",PCPA,0
