date,value,label,category,unit,key,as_of_date
2023-05-22,103.19999694824219,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-05-23,103.48999786376953,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-05-24,103.88999938964844,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-05-25,104.20999908447266,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-05-26,104.20999908447266,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-05-30,104.16999816894531,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-05-31,104.31999969482422,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-01,103.55999755859375,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-02,104.0199966430664,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-05,104.0,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-06,104.12999725341797,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-07,104.0999984741211,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-08,103.33999633789062,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-09,103.55999755859375,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-12,103.62999725341797,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-13,103.33999633789062,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-14,103.01000213623047,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-15,102.12000274658203,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-16,102.30000305175781,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-20,102.54000091552734,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-21,102.06999969482422,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-22,102.38999938964844,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-23,102.9000015258789,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-26,102.69000244140625,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-27,102.48999786376953,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-28,102.91000366210938,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-29,103.33999633789062,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-06-30,102.91000366210938,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-07-03,102.98999786376953,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-07-05,103.37000274658203,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-07-06,103.16999816894531,DXY Dollar Index,fx,index,dxy,2024-05-20
2023-07-07,102.2699966430664,DXY Dollar Index,fx,index,dxy,2024-05-20
