date,value,label,category,unit,key,as_of_date
2023-05-22,3.9700000286102295,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-05-23,3.9509999752044678,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-05-24,3.9649999141693115,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-05-25,4.002999782562256,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-05-26,3.9690001010894775,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-05-30,3.9030001163482666,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-05-31,3.8559999465942383,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-01,3.8329999446868896,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-02,3.881999969482422,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-05,3.890000104904175,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-06,3.874000072479248,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-07,3.941999912261963,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-08,3.881999969482422,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-09,3.88700008392334,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-12,3.9070000648498535,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-13,3.940999984741211,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-14,3.88100004196167,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-15,3.8480000495910645,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-16,3.8550000190734863,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-20,3.818000078201294,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-21,3.808000087738037,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-22,3.871999979019165,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-23,3.821000099182129,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-26,3.819000005722046,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-27,3.8399999141693115,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-28,3.802999973297119,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-29,3.9130001068115234,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-06-30,3.8550000190734863,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-03,3.869999885559082,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-05,3.944000005722046,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-06,4.002999782562256,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-07,4.033999919891357,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-10,4.043000221252441,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-11,4.019000053405762,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-12,3.9509999752044678,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-13,3.8949999809265137,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-14,3.9230000972747803,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-17,3.9230000972747803,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-18,3.9010000228881836,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-19,3.8389999866485596,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-20,3.9100000858306885,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-21,3.9070000648498535,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-24,3.9200000762939453,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-25,3.9549999237060547,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-26,3.927999973297119,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-27,4.058000087738037,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-28,4.03000020980835,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-07-31,4.019000053405762,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-01,4.105000019073486,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-02,4.164999961853027,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-03,4.303999900817871,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-04,4.214000225067139,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-07,4.257999897003174,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-08,4.203999996185303,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-09,4.178999900817871,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-10,4.241000175476074,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-11,4.271999835968018,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-14,4.281000137329102,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
2023-08-15,4.318999767303467,UST 30Y Yield,rates,pct,ust_30y,2024-05-20
