date,value,label,category,unit,key,as_of_date
2024-12-18,2653.300048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2024-12-19,2608.10009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2024-12-20,2645.10009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2024-12-23,2628.199951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2024-12-24,2635.5,Gold ($/oz),commodities,usd,gold,2025-12-18
2024-12-26,2653.89990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2024-12-27,2631.89990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2024-12-30,2618.10009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2024-12-31,2641.0,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-02,2669.0,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-03,2654.699951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-06,2647.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-07,2665.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-08,2672.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-09,2690.800048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-10,2715.0,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-13,2678.60009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-14,2682.300048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-15,2717.800048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-16,2750.89990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-17,2748.699951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-21,2759.199951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-22,2770.89990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-23,2765.0,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-24,2778.89990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-27,2738.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-28,2767.5,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-29,2769.800048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-30,2823.0,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-01-31,2812.5,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-03,2857.10009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-04,2875.800048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-05,2893.0,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-06,2876.699951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-07,2887.60009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-10,2934.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-11,2932.60009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-12,2928.699951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-13,2945.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-14,2900.699951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-18,2949.0,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-19,2936.10009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-20,2956.10009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-21,2953.199951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-24,2963.199951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-25,2918.800048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-26,2930.60009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-27,2895.89990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-02-28,2848.5,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-03,2901.10009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-04,2920.60009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-05,2926.0,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-06,2926.60009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-07,2914.10009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-10,2899.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-11,2920.89990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-12,2946.800048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-13,2991.300048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-14,3001.10009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-17,3006.10009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-18,3040.800048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-19,3041.199951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-20,3043.800048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-21,3021.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-24,3015.60009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-25,3025.89990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-26,3022.5,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-27,3061.0,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-28,3086.5,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-03-31,3122.800048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-01,3146.0,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-02,3166.199951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-03,3121.699951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-04,3035.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-07,2973.60009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-08,2990.199951171875,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-09,3079.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-10,3177.5,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-11,3244.60009765625,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-14,3226.300048828125,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-15,3240.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-16,3346.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
2025-04-17,3328.39990234375,Gold ($/oz),commodities,usd,gold,2025-12-18
