date,value,label,category,unit,key,as_of_date
2024-12-18,4.23199987411499,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2024-12-19,4.21999979019165,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2024-12-20,4.215000152587891,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2024-12-23,4.215000152587891,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2024-12-24,4.199999809265137,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2024-12-26,4.215000152587891,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2024-12-27,4.177999973297119,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2024-12-30,4.182000160217285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2024-12-31,4.208000183105469,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-02,4.208000183105469,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-03,4.192999839782715,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-06,4.190000057220459,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-07,4.203000068664551,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-08,4.204999923706055,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-10,4.2129998207092285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-13,4.2179999351501465,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-14,4.2129998207092285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-15,4.204999923706055,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-16,4.195000171661377,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-17,4.192999839782715,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-21,4.197000026702881,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-22,4.215000152587891,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-23,4.2129998207092285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-24,4.204999923706055,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-27,4.188000202178955,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-28,4.190000057220459,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-29,4.188000202178955,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-30,4.182000160217285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-01-31,4.188000202178955,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-03,4.190000057220459,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-04,4.2129998207092285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-05,4.210000038146973,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-06,4.2129998207092285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-07,4.228000164031982,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-10,4.228000164031982,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-11,4.224999904632568,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-12,4.228000164031982,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-13,4.2129998207092285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-14,4.2129998207092285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-18,4.2129998207092285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-19,4.2179999351501465,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-20,4.204999923706055,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-21,4.197000026702881,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-24,4.190000057220459,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-25,4.182000160217285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-26,4.192999839782715,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-27,4.195000171661377,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-02-28,4.192999839782715,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-03,4.192999839782715,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-04,4.195000171661377,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-05,4.204999923706055,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-06,4.197000026702881,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-07,4.197000026702881,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-10,4.184999942779541,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-11,4.195000171661377,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-12,4.197000026702881,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-13,4.188000202178955,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-14,4.188000202178955,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-17,4.188000202178955,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-18,4.195000171661377,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-19,4.190000057220459,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-20,4.182000160217285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-21,4.184999942779541,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-24,4.182000160217285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-25,4.182000160217285,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-26,4.190000057220459,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-27,4.188000202178955,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-28,4.188000202178955,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-03-31,4.192999839782715,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-04-01,4.199999809265137,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-04-02,4.203000068664551,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-04-03,4.184999942779541,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-04-04,4.15500020980835,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-04-07,4.150000095367432,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-04-08,4.177999973297119,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
2025-04-09,4.228000164031982,UST 3M / 2Y Proxy,rates,pct,ust_2y,2025-12-18
