date,value,label,display_name,category,source,retrieved_at,as_of_date
2023-12-19,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-20,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-21,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-22,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-23,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-24,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-25,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-26,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-27,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-28,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-29,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-30,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-12-31,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-01,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-02,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-03,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-04,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-05,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-06,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-07,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-08,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-09,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-10,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-11,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-12,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-13,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-14,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-15,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-16,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-17,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-18,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-19,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-20,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-21,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-22,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-23,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-24,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-25,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-26,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-27,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-28,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-29,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-30,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-01-31,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-01,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-02,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-03,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-04,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-05,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-06,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-07,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-08,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-09,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-10,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-11,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-12,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-13,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-14,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-15,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-16,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-17,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-18,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-19,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-20,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-21,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-22,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-23,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-24,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-25,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-26,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-27,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-28,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-02-29,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-01,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-02,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-03,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-04,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-05,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-06,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-07,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-08,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-09,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-10,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-11,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-12,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-13,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-14,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-15,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-16,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-17,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-18,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-19,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-20,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-21,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-22,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-23,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-24,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-25,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-26,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-27,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-28,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-29,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-30,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-03-31,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-01,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-02,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-03,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-04,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-05,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-06,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-07,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-08,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-09,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-10,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-11,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-12,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-13,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-14,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-15,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-16,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-17,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-18,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-19,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-20,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-21,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-22,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-23,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-24,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-25,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-26,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-27,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-28,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-29,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-04-30,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-01,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-02,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-03,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-04,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-05,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-06,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-07,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-08,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-09,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-10,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-11,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-12,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-13,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-14,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-15,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-16,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-17,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-18,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-19,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2024-05-20,4.0,ECB_DFR,ECB Deposit Facility Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-16,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-17,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-18,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-19,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-20,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-21,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-22,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-23,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-24,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-25,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-26,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-27,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-28,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-29,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-30,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-05-31,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-01,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-02,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-03,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-04,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-05,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-06,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-07,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-08,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-09,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-10,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-11,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-12,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-13,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-14,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-15,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-16,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-17,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-18,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-19,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-20,3.75,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-21,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-22,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-23,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-24,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-25,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-26,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-27,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-28,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-29,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-06-30,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-01,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-02,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-03,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-04,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-05,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-06,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-07,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-08,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-09,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-10,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-11,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-12,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-13,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-14,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-15,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-16,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-17,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-18,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-19,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
2023-07-20,4.0,ECB_MRO,ECB Main Refi Rate,rates,ECB,2026-09-21T08:32:30+00:00,2024-05-20
